ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_to_Weight_ratio,Cost*Weight,Discount_Ratio,CareCalls_to_Purchases,CostWeight_Discount_Interaction,Reached.on.Time_Y.N
7339,2,5,270,6,2,0,1,5675,0,0,1,0,0,1,0.04757709251101322,1532250,0.003703703703703704,0.2857142857142857,0.09515418502202644,0
7362,4,3,157,3,2,1,9,4990,0,0,0,1,0,1,0.031462925851703405,783430,0.05732484076433121,1.0,0.31462925851703405,0
9633,5,1,172,2,1,0,9,1723,0,0,0,0,0,1,0.09982588508415555,296356,0.05232558139534884,1.6666666666666667,0.9982588508415555,0
579,3,2,173,3,1,0,15,1992,0,0,0,0,0,1,0.08684738955823293,344616,0.08670520231213873,0.75,1.3895582329317269,1
10758,5,4,274,5,1,1,6,1969,0,0,0,1,0,1,0.13915693245302183,539506,0.021897810218978103,0.8333333333333334,0.9740985271711528,0
9755,4,5,143,3,2,1,2,5286,0,1,0,0,0,1,0.0270525917517972,755898,0.013986013986013986,1.0,0.08115777525539161,1
1994,4,3,239,3,1,0,28,2741,0,0,0,1,0,1,0.08719445457862095,655099,0.11715481171548117,1.0,2.5286391827800077,1
7128,4,1,214,5,2,0,6,4573,0,0,0,1,0,0,0.04679641373277936,978622,0.028037383177570093,0.6666666666666666,0.3275748961294555,1
5445,5,1,217,2,2,1,6,5518,0,0,0,0,0,1,0.03932584269662921,1197406,0.027649769585253458,1.6666666666666667,0.2752808988764045,0
5856,4,3,266,2,2,1,6,4286,0,0,0,1,0,1,0.06206252916472235,1140076,0.022556390977443608,1.3333333333333333,0.4344377041530565,1
8643,4,5,273,5,1,1,2,1441,0,0,0,0,0,0,0.18945176960444135,393393,0.007326007326007326,0.6666666666666666,0.5683553088133241,0
2011,4,5,264,3,2,1,57,3753,0,0,1,0,0,1,0.07034372501998401,990792,0.2159090909090909,1.0,4.0799360511590725,1
2131,4,2,271,3,2,1,50,3448,0,0,1,0,0,1,0.07859628770301624,934408,0.18450184501845018,1.0,4.008410672853828,1
3774,3,3,172,6,2,0,5,5366,0,0,0,1,0,1,0.032053671263511,922952,0.029069767441860465,0.42857142857142855,0.19232202758106598,1
7946,4,4,242,2,2,1,6,5866,0,0,0,1,0,0,0.04125468803273099,1419572,0.024793388429752067,1.3333333333333333,0.28878281622911695,0
9571,4,4,146,2,2,0,5,4356,0,0,1,0,1,0,0.03351698806244261,635976,0.03424657534246575,1.3333333333333333,0.20110192837465568,0
9101,5,1,240,5,1,1,2,1400,0,1,0,0,0,1,0.17142857142857143,336000,0.008333333333333333,0.8333333333333334,0.5142857142857142,1
3693,5,3,203,2,2,1,4,4311,0,0,0,0,1,0,0.047088842495940614,875133,0.019704433497536946,1.6666666666666667,0.23544421247970307,1
9094,6,5,289,4,1,1,5,1600,1,0,0,0,0,1,0.180625,462400,0.01730103806228374,1.2,1.08375,1
6383,4,1,214,2,1,0,10,4447,0,1,0,0,0,1,0.048122329660445246,951658,0.04672897196261682,1.3333333333333333,0.5293456262648977,0
8106,4,2,237,2,1,0,1,5261,0,0,0,1,0,1,0.04504846987264779,1246857,0.004219409282700422,1.3333333333333333,0.09009693974529558,0
4480,4,5,189,2,2,1,6,5439,1,0,0,0,0,1,0.03474903474903475,1027971,0.031746031746031744,1.3333333333333333,0.24324324324324326,1
2297,5,1,194,3,2,0,32,3003,0,1,0,0,0,1,0.06460206460206461,582582,0.16494845360824742,1.25,2.131868131868132,1
4212,4,3,144,2,1,0,5,4882,0,0,0,1,0,1,0.029496108152396557,703008,0.034722222222222224,1.3333333333333333,0.17697664891437934,0
7726,6,2,260,5,1,0,9,1667,1,0,0,0,0,1,0.15596880623875226,433420,0.03461538461538462,1.0,1.5596880623875227,1
1123,4,1,181,4,1,0,46,2399,0,0,1,0,0,1,0.07544810337640684,434219,0.2541436464088398,0.8,3.5460608586911215,1
1376,4,2,185,3,1,1,27,3410,0,0,0,1,0,0,0.054252199413489736,630850,0.14594594594594595,1.0,1.5190615835777126,1
6764,4,2,211,2,1,0,9,5883,0,0,0,1,0,1,0.03586605473397926,1241313,0.04265402843601896,1.3333333333333333,0.3586605473397926,1
2644,4,4,196,3,1,0,11,3244,1,0,0,0,0,1,0.06041923551171394,635824,0.05612244897959184,1.0,0.7250308261405672,1
2612,4,4,221,4,2,1,14,2932,0,0,0,1,0,0,0.07537517053206003,647972,0.06334841628959276,0.8,1.1306275579809004,1
3009,3,1,159,2,2,0,44,1806,0,0,0,0,1,0,0.08803986710963455,287154,0.27672955974842767,1.0,3.9617940199335546,1
7708,6,3,219,5,1,1,9,1483,1,0,0,0,0,1,0.14767363452461227,324777,0.0410958904109589,1.0,1.4767363452461226,1
8921,6,2,271,4,2,1,3,1636,0,1,0,0,0,0,0.1656479217603912,443356,0.01107011070110701,1.2,0.6625916870415648,0
6760,5,2,192,3,0,0,7,5695,1,0,0,0,0,1,0.033713784021071114,1093440,0.036458333333333336,1.25,0.2697102721685689,1
7501,7,2,300,4,2,0,10,1179,0,0,1,0,0,1,0.2544529262086514,353700,0.03333333333333333,1.4,2.7989821882951653,0
767,2,1,249,3,1,1,11,2534,0,1,0,0,0,1,0.09826361483820048,630966,0.04417670682730924,0.5,1.1791633780584059,1
4000,3,4,134,3,0,0,6,5680,1,0,0,0,0,1,0.023591549295774648,761120,0.04477611940298507,0.75,0.16514084507042254,0
10211,5,5,270,5,1,1,5,1852,0,1,0,0,0,1,0.14578833693304535,500040,0.018518518518518517,0.8333333333333334,0.8747300215982721,1
8836,5,2,225,5,1,1,5,1015,1,0,0,0,0,1,0.22167487684729065,228375,0.022222222222222223,0.8333333333333334,1.3300492610837438,0
7144,4,4,245,6,1,0,6,1437,1,0,0,0,0,1,0.17049408489909534,352065,0.024489795918367346,0.5714285714285714,1.1934585942936673,1
5068,4,5,192,4,1,0,10,4691,1,0,0,0,0,0,0.04092943935195054,900672,0.052083333333333336,0.8,0.45022383287145595,0
5988,3,1,204,10,2,1,5,5375,0,0,0,1,0,1,0.037953488372093024,1096500,0.024509803921568627,0.2727272727272727,0.22772093023255813,0
6512,5,2,222,5,1,0,5,1329,0,0,0,1,0,1,0.1670428893905192,295038,0.02252252252252252,0.8333333333333334,1.0022573363431153,0
4684,4,4,171,2,1,1,4,4962,1,0,0,0,0,1,0.034461910519951636,848502,0.023391812865497075,1.3333333333333333,0.17230955259975816,0
8962,6,4,257,6,1,0,7,4265,1,0,0,0,0,1,0.06025791324736225,1096105,0.027237354085603113,0.8571428571428571,0.482063305978898,0
10583,4,3,184,4,1,1,4,4030,0,1,0,0,0,1,0.0456575682382134,741520,0.021739130434782608,0.8,0.22828784119106701,1
2812,3,4,230,2,2,0,15,2302,1,0,0,0,0,1,0.0999131190269331,529460,0.06521739130434782,1.0,1.5986099044309297,1
5175,5,3,266,3,2,0,4,4195,0,0,0,0,0,1,0.06340882002383791,1115870,0.015037593984962405,1.25,0.31704410011918954,0
10507,4,5,200,4,1,0,1,4885,0,0,1,0,0,1,0.04094165813715456,977000,0.005,0.8,0.08188331627430911,0
8709,3,3,225,3,2,0,7,4961,0,0,0,0,0,1,0.045353759322717194,1116225,0.03111111111111111,0.75,0.36283007458173755,1
7251,5,1,177,2,2,1,9,4881,0,0,0,0,1,0,0.03626306084818685,863937,0.05084745762711865,1.6666666666666667,0.36263060848186845,0
8025,7,3,296,4,2,1,8,1826,0,0,0,0,0,1,0.16210295728368018,540496,0.02702702702702703,1.4,1.4589266155531218,1
7247,3,1,186,2,2,1,3,5818,0,1,0,0,1,0,0.03196974905465796,1082148,0.016129032258064516,1.0,0.12787899621863183,0
7085,4,1,168,2,2,0,1,5698,0,1,0,0,0,1,0.029484029484029485,957264,0.005952380952380952,1.3333333333333333,0.05896805896805897,1
8374,2,1,168,4,1,1,6,4800,1,0,0,0,0,0,0.035,806400,0.03571428571428571,0.4,0.24500000000000002,0
9518,4,1,208,3,2,0,8,4890,0,0,0,1,0,1,0.0425357873210634,1017120,0.038461538461538464,1.0,0.38282208588957056,1
872,4,2,208,3,0,1,17,2777,0,0,0,1,0,1,0.07490097227223623,577616,0.08173076923076923,1.0,1.3482175009002522,1
7864,4,1,136,3,2,0,4,5060,1,0,0,0,0,1,0.026877470355731226,688160,0.029411764705882353,1.0,0.13438735177865613,1
2796,3,2,102,4,2,1,57,1220,0,0,0,1,0,1,0.08360655737704918,124440,0.5588235294117647,0.6,4.849180327868853,1
368,3,3,135,3,1,1,8,1074,0,0,0,1,0,1,0.12569832402234637,144990,0.05925925925925926,0.75,1.1312849162011174,1
10599,4,2,177,3,2,1,5,5757,0,0,0,0,0,1,0.030745179781136008,1018989,0.02824858757062147,1.0,0.18447107868681606,0
8519,4,4,161,3,1,1,2,5257,0,1,0,0,0,1,0.03062583222370173,846377,0.012422360248447204,1.0,0.09187749667110519,0
852,4,5,170,2,1,0,57,1533,0,0,0,1,0,1,0.11089367253750815,260610,0.3352941176470588,1.3333333333333333,6.431833007175473,1
4280,4,3,191,3,2,1,1,4219,0,0,0,1,0,1,0.04527139132495852,805829,0.005235602094240838,1.0,0.09054278264991704,0
8159,3,2,227,3,2,1,6,5058,0,1,0,0,0,1,0.04487939897192566,1148166,0.02643171806167401,0.75,0.3141557928034796,0
869,3,1,218,3,1,1,4,2304,0,1,0,0,0,1,0.09461805555555555,502272,0.01834862385321101,0.75,0.4730902777777778,1
1042,3,1,236,3,2,1,28,3290,1,0,0,0,0,1,0.07173252279635259,776440,0.11864406779661017,0.75,2.080243161094225,1
6602,4,3,274,5,1,1,5,1512,0,0,0,1,0,1,0.18121693121693122,414288,0.01824817518248175,0.6666666666666666,1.0873015873015874,0
4363,4,3,217,2,2,0,2,5442,0,0,1,0,1,0,0.03987504593899302,1180914,0.009216589861751152,1.3333333333333333,0.11962513781697906,0
3311,4,5,250,3,1,0,2,5206,0,1,0,0,0,1,0.04802151363810987,1301500,0.008,1.0,0.14406454091432963,0
5433,2,1,255,2,2,1,9,5936,0,0,0,0,0,1,0.04295822102425876,1513680,0.03529411764705882,0.6666666666666666,0.4295822102425876,1
10959,5,2,264,8,0,1,2,5252,0,0,0,0,0,0,0.05026656511805026,1386528,0.007575757575757576,0.5555555555555556,0.15079969535415078,1
4332,5,5,192,3,2,1,3,4015,0,0,0,1,0,1,0.047820672478206726,770880,0.015625,1.25,0.1912826899128269,1
5682,5,4,229,3,1,1,1,5660,0,0,0,1,0,1,0.04045936395759717,1296140,0.004366812227074236,1.25,0.08091872791519435,0
8472,4,5,248,2,2,1,4,4789,0,0,0,1,1,0,0.05178534140739194,1187672,0.016129032258064516,1.3333333333333333,0.2589267070369597,1
5869,3,3,145,3,2,1,1,5709,0,0,1,0,1,0,0.02539849360658609,827805,0.006896551724137931,0.75,0.05079698721317218,0
9299,3,2,221,2,1,0,10,4312,0,1,0,0,1,0,0.051252319109461965,952952,0.04524886877828054,1.0,0.5637755102040816,0
9712,4,5,217,5,1,0,3,1572,1,0,0,0,1,0,0.13804071246819338,341124,0.013824884792626729,0.6666666666666666,0.5521628498727735,1
9245,4,1,224,2,1,1,10,4653,0,1,0,0,0,1,0.04814098431119708,1042272,0.044642857142857144,1.3333333333333333,0.5295508274231678,1
9663,6,4,292,4,2,0,1,1372,0,0,0,0,0,1,0.21282798833819241,400624,0.003424657534246575,1.2,0.42565597667638483,1
4599,2,1,255,3,2,0,1,5929,0,0,0,0,0,1,0.043008939112835216,1511895,0.00392156862745098,0.5,0.08601787822567043,0
10971,4,4,216,6,1,1,5,1272,0,0,0,0,0,0,0.16981132075471697,274752,0.023148148148148147,0.5714285714285714,1.0188679245283019,0
6847,4,2,250,3,1,1,5,4488,0,0,1,0,0,0,0.05570409982174688,1122000,0.02,1.0,0.3342245989304813,1
6803,4,2,173,3,0,0,3,5364,0,1,0,0,0,1,0.032252050708426544,927972,0.017341040462427744,1.0,0.12900820283370618,0
10196,4,3,264,6,2,0,10,1962,0,0,0,1,0,1,0.1345565749235474,517968,0.03787878787878788,0.5714285714285714,1.4801223241590213,1
9016,4,3,141,2,1,0,8,4331,1,0,0,0,1,0,0.03255599168783191,610671,0.05673758865248227,1.3333333333333333,0.2930039251904872,0
10611,3,1,257,4,1,1,8,4692,0,0,0,0,0,1,0.054774083546462064,1205844,0.0311284046692607,0.6,0.4929667519181586,1
1154,6,5,154,10,2,0,48,1990,0,0,0,1,0,1,0.07738693467336684,306460,0.3116883116883117,0.5454545454545454,3.791959798994975,1
7985,4,2,204,8,1,0,1,4038,0,1,0,0,0,1,0.05052005943536404,823752,0.004901960784313725,0.4444444444444444,0.10104011887072809,1
5619,5,4,236,3,2,0,1,5711,0,0,0,0,0,0,0.04132376116266853,1347796,0.00423728813559322,1.25,0.08264752232533706,0
10655,5,1,251,4,1,1,1,5011,0,1,0,0,0,1,0.05008980243464378,1257761,0.00398406374501992,1.0,0.10017960486928756,1
8531,5,2,181,3,1,1,4,4323,0,1,0,0,0,1,0.04186907240342355,782463,0.022099447513812154,1.25,0.20934536201711776,0
6224,6,5,244,4,2,0,2,1980,0,0,0,1,0,1,0.12323232323232323,483120,0.00819672131147541,1.2,0.3696969696969697,0
6022,5,5,259,5,1,0,9,1624,1,0,0,0,1,0,0.15948275862068967,420616,0.03474903474903475,0.8333333333333334,1.5948275862068968,0
10109,4,5,254,3,1,0,7,4363,0,1,0,0,0,1,0.058216823286729315,1108202,0.027559055118110236,1.0,0.4657345862938345,0
4485,4,5,171,4,1,0,4,5265,0,0,0,0,0,1,0.03247863247863248,900315,0.023391812865497075,0.8,0.1623931623931624,0
8542,4,4,224,10,2,0,9,4149,1,0,0,0,0,1,0.05398891299108219,929376,0.04017857142857143,0.36363636363636365,0.5398891299108219,0
663,4,4,218,5,2,0,36,2995,0,0,0,0,1,0,0.07278797996661102,652910,0.1651376146788991,0.6666666666666666,2.6931552587646075,1
3503,3,1,135,2,2,1,2,4163,0,1,0,0,0,1,0.03242853711265914,562005,0.014814814814814815,1.0,0.09728561133797742,0
2805,4,2,222,2,2,0,16,2518,0,0,0,0,0,1,0.08816521048451152,558996,0.07207207207207207,1.3333333333333333,1.4988085782366958,1
555,5,4,250,3,1,0,11,3373,0,0,0,0,0,0,0.07411799584939223,843250,0.044,1.25,0.8894159501927068,1
8366,5,1,248,4,1,0,6,1944,0,0,0,1,0,0,0.12757201646090535,482112,0.024193548387096774,1.0,0.8930041152263375,1
6303,7,2,307,4,2,1,2,1073,0,0,0,0,0,0,0.28611369990680335,329411,0.006514657980456026,1.4,0.8583410997204101,0
7959,6,2,293,4,1,0,7,1477,0,0,0,0,0,0,0.1983750846310088,432761,0.023890784982935155,1.2,1.5870006770480705,0
6768,3,4,176,3,2,1,4,5623,0,0,0,1,0,1,0.03130001778410101,989648,0.022727272727272728,0.75,0.15650008892050507,0
5378,5,1,170,4,0,1,6,5258,0,0,0,1,0,1,0.032331685051350326,893860,0.03529411764705882,1.0,0.2263217953594523,1
9095,6,3,253,4,2,0,9,1823,0,1,0,0,0,1,0.1387822270981898,461219,0.03557312252964427,1.2,1.387822270981898,0
9647,3,5,198,4,1,0,10,4829,0,1,0,0,0,1,0.04100227790432802,956142,0.050505050505050504,0.6,0.4510250569476082,0
9711,7,1,264,4,2,0,2,1540,0,0,0,0,1,0,0.17142857142857143,406560,0.007575757575757576,1.4,0.5142857142857142,0
2408,3,2,243,2,2,1,26,2719,0,0,0,1,0,1,0.0893710923133505,660717,0.10699588477366255,1.0,2.4130194924604633,1
1454,6,3,223,6,2,1,29,2980,0,0,0,1,0,1,0.07483221476510067,664540,0.13004484304932734,0.8571428571428571,2.2449664429530203,1
8578,5,4,230,3,2,1,6,4257,1,0,0,0,0,1,0.05402865867982147,979110,0.02608695652173913,1.25,0.3782006107587503,0
4822,6,5,281,4,1,1,8,1241,1,0,0,0,0,1,0.2264302981466559,348721,0.028469750889679714,1.2,2.037872683319903,1
10024,2,3,226,3,2,1,8,5106,1,0,0,0,0,1,0.04426165295730513,1153956,0.035398230088495575,0.5,0.39835487661574615,1
3146,3,5,136,2,0,0,1,4971,0,0,0,1,1,0,0.02735868034600684,676056,0.007352941176470588,1.0,0.05471736069201368,0
8355,6,4,279,4,1,0,10,1462,0,0,0,0,0,0,0.1908344733242134,407898,0.035842293906810034,1.2,2.0991792065663475,1
594,3,2,200,2,2,0,46,3174,0,0,0,1,0,1,0.0630119722747322,634800,0.23,1.0,2.9615626969124134,1
1461,4,1,240,3,1,1,50,2430,0,0,0,0,0,1,0.09876543209876543,583200,0.20833333333333334,1.0,5.037037037037036,1
6703,6,4,116,3,1,1,6,4649,0,0,1,0,1,0,0.02495160249516025,539284,0.05172413793103448,1.5,0.17466121746612173,0
1904,2,1,296,5,2,1,29,1648,0,0,0,1,1,0,0.1796116504854369,487808,0.09797297297297297,0.3333333333333333,5.388349514563107,1
4265,5,4,178,6,2,1,10,5197,0,1,0,0,0,1,0.03425052915143352,925066,0.056179775280898875,0.7142857142857143,0.37675582066576874,0
7515,6,2,294,4,2,1,10,1148,0,0,0,0,1,0,0.25609756097560976,337512,0.034013605442176874,1.2,2.8170731707317076,0
7267,4,5,223,3,2,1,7,5832,0,0,1,0,0,0,0.038237311385459535,1300536,0.03139013452914798,1.0,0.3058984910836763,1
3078,4,1,221,5,2,1,22,3075,0,0,0,1,0,1,0.07186991869918699,679575,0.09954751131221719,0.6666666666666666,1.6530081300813009,1
6070,3,4,156,2,2,0,10,5107,1,0,0,0,0,1,0.03054630898766399,796692,0.0641025641025641,1.0,0.33600939886430387,1
3013,5,5,147,2,2,1,19,1936,0,0,1,0,0,0,0.0759297520661157,284592,0.1292517006802721,1.6666666666666667,1.518595041322314,1
203,2,4,134,3,1,1,58,1067,0,1,0,0,0,1,0.12558575445173384,142978,0.43283582089552236,0.5,7.409559512652296,1
3340,4,1,272,2,2,0,5,5252,1,0,0,0,0,1,0.05178979436405179,1428544,0.01838235294117647,1.3333333333333333,0.31073876618431073,0
8179,5,3,210,3,1,1,5,4560,0,0,1,0,0,1,0.046052631578947366,957600,0.023809523809523808,1.25,0.2763157894736842,1
2528,3,5,198,3,1,1,2,3417,0,0,0,1,0,1,0.05794556628621598,676566,0.010101010101010102,0.75,0.17383669885864794,1
4359,3,1,201,4,2,0,9,5721,0,0,0,0,1,0,0.03513371788148925,1149921,0.04477611940298507,0.6,0.3513371788148925,1
5659,5,1,169,4,2,1,4,4541,0,0,1,0,0,1,0.037216472142699845,767429,0.023668639053254437,1.0,0.18608236071349923,0
10945,5,4,236,5,2,0,4,1948,0,0,1,0,1,0,0.12114989733059549,459728,0.01694915254237288,0.8333333333333334,0.6057494866529775,0
8911,6,5,299,4,1,1,2,1192,0,0,1,0,0,0,0.25083892617449666,356408,0.006688963210702341,1.2,0.75251677852349,0
10040,5,3,229,2,2,0,1,5294,0,0,0,1,0,1,0.0432565168114847,1212326,0.004366812227074236,1.6666666666666667,0.0865130336229694,1
3007,5,4,269,3,2,1,15,2522,0,0,1,0,1,0,0.10666137985725614,678418,0.055762081784386616,1.25,1.7065820777160983,1
7330,4,5,135,3,1,1,1,5013,1,0,0,0,0,1,0.026929982046678635,676755,0.007407407407407408,1.0,0.05385996409335727,0
3425,3,4,148,2,1,0,5,4693,0,1,0,0,0,0,0.03153633070530577,694564,0.033783783783783786,1.0,0.18921798423183464,1
10709,5,1,262,5,2,0,9,1893,0,1,0,0,0,1,0.13840464870575805,495966,0.03435114503816794,0.8333333333333334,1.3840464870575806,0
7073,3,1,150,2,1,0,6,5355,0,1,0,0,0,1,0.028011204481792718,803250,0.04,1.0,0.19607843137254902,0
9540,5,4,275,2,2,1,7,5292,0,0,0,1,0,1,0.05196523053665911,1455300,0.025454545454545455,1.6666666666666667,0.41572184429327286,0
6832,5,1,168,2,1,0,10,4240,1,0,0,0,1,0,0.03962264150943396,712320,0.05952380952380952,1.6666666666666667,0.43584905660377354,0
10670,5,2,221,5,1,0,2,1855,0,0,0,1,1,0,0.11913746630727763,409955,0.00904977375565611,0.8333333333333334,0.3574123989218329,0
1993,4,2,172,3,1,1,1,1182,0,0,1,0,0,1,0.1455160744500846,203304,0.005813953488372093,1.0,0.2910321489001692,1
10939,4,2,255,5,2,1,2,1186,0,0,1,0,1,0,0.21500843170320405,302430,0.00784313725490196,0.6666666666666666,0.6450252951096122,1
7532,4,4,148,2,1,1,4,5437,0,0,0,1,0,0,0.027220893875298878,804676,0.02702702702702703,1.3333333333333333,0.1361044693764944,0
2681,5,2,243,2,2,1,58,2758,0,1,0,0,0,1,0.08810732414793329,670194,0.23868312757201646,1.6666666666666667,5.198332124728064,1
2302,4,5,113,3,1,0,52,1741,1,0,0,0,0,1,0.06490522688110281,196733,0.46017699115044247,1.0,3.439977024698449,1
2476,5,3,265,3,2,1,30,2293,1,0,0,0,0,0,0.11556912341910161,607645,0.11320754716981132,1.25,3.58264282599215,1
1103,4,1,227,3,2,1,54,3043,0,1,0,0,0,0,0.07459743674005916,690761,0.23788546255506607,1.0,4.102859020703254,1
7185,3,2,214,2,2,1,3,1983,0,0,0,0,0,1,0.10791729702471003,424362,0.014018691588785047,1.0,0.43166918809884014,1
9010,3,5,204,4,1,1,6,4879,1,0,0,0,0,1,0.041811846689895474,995316,0.029411764705882353,0.6,0.29268292682926833,1
7130,2,4,264,3,2,0,6,4025,0,0,0,1,0,0,0.06559006211180124,1062600,0.022727272727272728,0.5,0.4591304347826087,1
7869,2,1,202,2,2,0,5,4456,0,0,0,0,0,1,0.04533213644524237,900112,0.024752475247524754,0.6666666666666666,0.27199281867145425,0
8867,5,1,267,6,1,1,3,1803,0,1,0,0,0,1,0.1480865224625624,481401,0.011235955056179775,0.7142857142857143,0.5923460898502496,0
10169,4,4,258,2,2,0,5,4562,0,1,0,0,0,1,0.05655414291977203,1176996,0.01937984496124031,1.3333333333333333,0.3393248575186322,0
5668,4,5,229,2,2,0,1,4869,1,0,0,0,0,1,0.04703224481413021,1115001,0.004366812227074236,1.3333333333333333,0.09406448962826042,0
5666,3,4,186,3,2,0,4,5501,0,0,0,1,0,1,0.03381203417560444,1023186,0.021505376344086023,0.75,0.1690601708780222,1
6954,3,1,207,2,1,0,7,5596,0,0,0,1,0,1,0.03699070764832023,1158372,0.033816425120772944,1.0,0.29592566118656183,0
547,5,5,147,4,0,0,42,1642,0,0,1,0,0,0,0.08952496954933009,241374,0.2857142857142857,1.0,3.849573690621194,1
1945,4,4,184,3,1,0,52,3128,0,0,1,0,0,1,0.058823529411764705,575552,0.2826086956521739,1.0,3.1176470588235294,1
2191,4,5,230,2,1,0,38,2890,0,0,1,0,0,0,0.07958477508650519,664700,0.16521739130434782,1.3333333333333333,3.1038062283737022,1
1149,3,1,140,2,2,0,55,1339,0,0,0,0,0,1,0.10455563853622106,187460,0.39285714285714285,1.0,5.855115758028379,1
342,3,2,169,2,0,1,30,1698,0,0,0,1,0,1,0.09952885747938751,286962,0.17751479289940827,1.0,3.085394581861013,1
1224,3,1,258,2,2,1,11,2791,0,0,0,1,1,0,0.09243998566821927,720078,0.04263565891472868,1.0,1.1092798280186313,1
6807,6,5,285,7,2,1,9,4112,0,0,0,0,0,1,0.06930933852140078,1171920,0.031578947368421054,0.75,0.6930933852140078,0
8047,6,2,256,4,1,0,6,1507,0,0,1,0,0,1,0.16987392169873922,385792,0.0234375,1.2,1.1891174518911745,0
9250,2,1,228,2,1,0,2,5435,1,0,0,0,0,1,0.041950321987120516,1239180,0.008771929824561403,0.6666666666666666,0.12585096596136156,0
4079,4,5,151,3,2,0,10,5275,0,1,0,0,0,1,0.028625592417061613,796525,0.06622516556291391,1.0,0.3148815165876777,0
8521,3,5,191,4,1,1,4,4008,0,0,1,0,0,1,0.04765469061876248,765528,0.020942408376963352,0.6,0.2382734530938124,1
3206,5,3,194,3,1,0,1,4331,0,0,0,1,0,1,0.04479335026552759,840214,0.005154639175257732,1.25,0.08958670053105518,0
8999,5,4,145,4,1,1,4,4790,0,1,0,0,0,1,0.030271398747390398,694550,0.027586206896551724,1.0,0.151356993736952,0
2304,3,3,181,2,2,0,52,3236,0,0,0,1,1,0,0.05593325092707046,585716,0.287292817679558,1.0,2.9644622991347345,1
8744,4,4,183,2,1,0,7,4572,0,0,0,1,1,0,0.04002624671916011,836676,0.03825136612021858,1.3333333333333333,0.32020997375328086,1
6439,5,3,154,2,1,1,3,5440,0,0,1,0,0,0,0.028308823529411765,837760,0.01948051948051948,1.6666666666666667,0.11323529411764706,1
10516,2,3,275,3,2,1,10,4183,1,0,0,0,0,1,0.06574229022232847,1150325,0.03636363636363636,0.5,0.7231651924456132,1
9171,5,3,257,5,1,0,7,1451,0,0,0,0,1,0,0.17711922811853895,372907,0.027237354085603113,0.8333333333333334,1.4169538249483116,1
9375,4,1,261,6,1,0,6,5861,0,0,0,0,0,1,0.04453164988909742,1529721,0.022988505747126436,0.5714285714285714,0.31172154922368195,0
10763,5,2,253,5,2,1,6,1326,0,1,0,0,0,1,0.1907993966817496,335478,0.023715415019762844,0.8333333333333334,1.3355957767722473,0
3666,2,5,135,6,2,0,9,5777,0,0,0,1,0,1,0.023368530379089494,779895,0.06666666666666667,0.2857142857142857,0.23368530379089494,1
4171,4,3,170,3,2,0,2,5330,0,0,1,0,0,1,0.03189493433395872,906100,0.011764705882352941,1.0,0.09568480300187616,1
10127,6,4,286,4,2,0,5,4262,0,1,0,0,1,0,0.0671046457062412,1218932,0.017482517482517484,1.2,0.40262787423744717,0
8656,7,1,245,4,2,1,4,1653,1,0,0,0,0,1,0.1482153660012099,404985,0.0163265306122449,1.4,0.7410768300060495,1
6548,6,2,251,4,2,0,6,1864,0,0,0,1,0,1,0.13465665236051502,467864,0.02390438247011952,1.2,0.9425965665236051,0
1677,3,4,240,2,2,0,2,3729,0,0,0,0,0,1,0.06436041834271923,894960,0.008333333333333333,1.0,0.1930812550281577,1
237,2,3,130,3,1,0,48,1801,0,0,0,0,0,1,0.07218212104386452,234130,0.36923076923076925,0.5,3.536923931149362,1
3807,3,2,156,8,2,1,6,5637,0,0,0,0,0,1,0.027674294837679615,879372,0.038461538461538464,0.3333333333333333,0.1937200638637573,1
3356,2,4,162,3,0,0,2,5893,0,0,0,1,0,1,0.02749024266078398,954666,0.012345679012345678,0.5,0.08247072798235194,1
632,3,2,233,3,1,1,63,2143,0,0,0,1,0,1,0.10872608492767148,499319,0.2703862660944206,0.75,6.958469435370975,1
8410,4,2,187,2,2,1,7,4470,1,0,0,0,0,1,0.041834451901566,835890,0.0374331550802139,1.3333333333333333,0.334675615212528,1
8985,3,1,110,4,2,0,6,5474,0,0,0,0,0,1,0.02009499451954695,602140,0.05454545454545454,0.6,0.14066496163682865,1
9857,4,4,185,2,2,0,1,4729,0,1,0,0,1,0,0.03912032142101924,874865,0.005405405405405406,1.3333333333333333,0.07824064284203848,0
9819,3,1,144,2,2,1,8,5378,0,0,0,0,0,1,0.02677575306805504,774432,0.05555555555555555,1.0,0.24098177761249537,1
9517,4,4,169,4,2,0,8,5493,0,0,1,0,0,1,0.0307664300018205,928317,0.047337278106508875,0.8,0.2768978700163845,0
8358,4,5,247,5,2,1,6,1737,0,0,0,1,0,0,0.1421991940126655,429039,0.024291497975708502,0.6666666666666666,0.9953943580886586,0
486,5,5,263,8,2,0,9,2236,0,0,0,1,0,1,0.11762075134168157,588068,0.034220532319391636,0.5555555555555556,1.1762075134168157,1
8018,4,5,237,5,1,1,2,1357,0,0,0,1,0,1,0.1746499631540162,321609,0.008438818565400843,0.6666666666666666,0.5239498894620487,1
